price,title,location,address,description,bedrooms,bathrooms,parking,size,url,image_url
KSh 8 900 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","*prices range b.T.W - kes. 8.9m – 9.3M 
The Apartments are located in the Kilimani area.",2,N/A,N/A,85 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115829234,https://images.prop24.com/nuznbn6f2vzrruyghfsvhf6gey/Crop600x400
KSh 8 500 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","*prices range b.T.W - kes. 8.5m – 8.9M 
The Apartments are located in the Kilimani area.",2,N/A,N/A,80 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115829222,https://images.prop24.com/nuznbn6f2vzrruyghfsvhf6gey/Crop600x400
KSh 125 000 000,5 Bedroom Townhouse,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","A spacious, beautiful townhouse located in Kitisuru, nestled within a secure gated",5,6,4,505 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-kitisuru-101756848,https://images.prop24.com/o7x262gt4wvdrsk3lkcfzsohha/Crop600x400
KSh 85 000 000,4 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi","A great four-bedroom all ensuite home (plus dsq), sitting on half-acre, in a gated",4,4,N/A,0.5 acres,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-karen-115828838,https://images.prop24.com/tbtzhaoxgp2rbxhkkmfzvctv2q/Crop600x400
KSh 240 000 000,Vacant Land / Plot,Rosslyn,"Rosslyn Kitisuru, Rosslyn, Nairobi","A Fantastic Deal -2 acres Rosslyn off Redhill Road in a gated compound, opposite Nyari",N/A,N/A,N/A,2 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-rosslyn-115832004,https://images.prop24.com/faykxwxcbomruyoc55mqffhbgq/Crop600x400
KSh 200 000 000,Vacant Land / Plot,Parklands,"Parklands Nairobi, Parklands, Nairobi","* Size: 0.4 acres
 * Shape: Square plot
 * Terrain: Flat
 * Location: On 3rd Parklands",N/A,N/A,N/A,0.4 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-115825451,https://images.prop24.com/sdkind2odr5nvzsb3ibyeheige/Crop600x400
KSh 95 000 000,5 Bedroom Townhouse,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi","A luxurious Corner townhouse with a beautiful finish. 
Key features include:
-5 bedrooms",5,6,4,56 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-spring-valley-115826999,https://images.prop24.com/6wtrh7epqr7s4t64b2yj3krupm/Crop600x400
KSh 55 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Mandera Rd Kileleshwa, Kileleshwa, Nairobi","FOUR BEDROOM DUPLEX EXECUTIVE APARTMENT ON SALE IN KILELESHWA

Selling a modern executive",4,5,2,330 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115826826,https://images.prop24.com/h3clmvnh37spqqj5bnawitxom4/Crop600x400
KSh 10 400 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","*prices range b.T.W - kes. 10.4m – 10.9M
The Apartments are located in the Kilimani area.",2,N/A,N/A,100 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115829244,https://images.prop24.com/nuznbn6f2vzrruyghfsvhf6gey/Crop600x400
KSh 105 000 000,5 Bedroom House,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","JUST LISTED

If you’re searching for the perfect family home, this villa provides",5,5,3,0.12 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-lavington-115825462,https://images.prop24.com/i3szvkl3yxsa7bz6pzysy67vja/Crop600x400
KSh 250 000 000,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Stunning and lustrous 5bedroom house all ensuite with a staff quarter for two.
Located in",5,5,4,1 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-runda-115817182,https://images.prop24.com/6zydh7s4kh7hkrbkmnvfqfxkqa/Crop600x400
KSh 125 000 000,5 Bedroom Townhouse,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","A spacious, beautiful townhouse located in Kitisuru, nestled within a secure gated",5,6,4,505 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-kitisuru-115819308,https://images.prop24.com/o7x262gt4wvdrsk3lkcfzsohha/Crop600x400
KSh 78 000 000,5 Bedroom Townhouse,Lavington,"Lavington, Lavington, Nairobi",Flamingo real estate presents a luxurious 5 bedroom townhouse in a quiet location in,5,6,4,54 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115819494,https://images.prop24.com/x3o3nrvgukszhiuhumfgwnjhta/Crop600x400
KSh 33 000 000,5 Bedroom Apartment / Flat,Kileleshwa,"Ndemi Rd Kilimani, Kileleshwa, Nairobi","For sale : 5 bedroom apartments all en-suite
FOR SALE: 2, 3, 4 & 5 BEDROOM APARTMENTS ALL",5,5,2,302 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kileleshwa-115787405,https://images.prop24.com/26uitx2hf5av3y6s6keuycmdku/Crop600x400
KSh 23 500 000,4 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi","Discover our luxurious apartments in Kileleshwa. 
Completion set for June this",4,5,2,32 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115820672,https://images.prop24.com/uov6znt3e7xfjphxq3jaz3qxsa/Crop600x400
KSh 33 000 000,4 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Discover this elegant and spacious 4-bedroom residence nestled in the heart of Kilimani,",4,3,2,150 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-115817059,https://images.prop24.com/zu5mehp6yg53egpofomvcgv5we/Crop600x400
KSh 15 000 000,Vacant Land / Plot,Kerarapon,"Kerarapon Drive Karen, Kerarapon, Nairobi",This prime 1/4-acre plot is now available for sale in the sought-after Kararapon area at 15,N/A,N/A,N/A,0.25 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-115825066,https://images.prop24.com/oxmnpdchr3ind4g4saynyhaxxi/Crop600x400
KSh 60 000 000,5 Bedroom House,Westlands,"Spring Valley Nairobi, Westlands, Nairobi","5 bedroom House located in the leafy suburbs of Spring Valley

Contemporary 5 bedroom",5,5,2,0.12 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-westlands-115829163,https://images.prop24.com/2zs3ekbopxxsvoxfmhbcttdnua/Crop600x400
KSh 300 000 000,6 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Luxurious 6 bedroom house for sale in Runda
Find tranquility in this luxurious 6 bedroom",6,6,8,0.5 acres,https://www.property24.co.ke/6-bedroom-house-for-sale-in-runda-115817147,https://images.prop24.com/lppstguudg4tt5jnhoenvephla/Crop600x400
KSh 9 500 000,2 Bedroom Apartment / Flat,Kilimani,"George Padmore Road Kilimani, Kilimani, Nairobi",Discover the pinnacle of refined living with these exquisite executive apartments nestled,2,3,3,85 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115825559,https://images.prop24.com/crl7aaqcze3gxae4ur3c2xpqnq/Crop600x400
KSh 16 322 137,2 Bedroom Apartment / Flat,Westlands,"38 Sports Rd, Westlands, Nairobi","FOR SALE: STUDIO'S, 1- & 2-BEDROOM APARTMENTS 
Description
A development comprising of",2,2,1,90 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115831462,https://images.prop24.com/voqrgq7nadpwbvfqrtruhtej7i/Crop600x400
KSh 10 950 000,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","New Development Alert!
Located in the heart of Westlands , only 5 Min walking distance to",2,2,2,112 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115834356,https://images.prop24.com/7pkykfhazrfalzvqfkvg7mkxgu/Crop600x400
KSh 70 000 000,Vacant Land / Plot,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","0.5 Acre Vacant Plot For Sale
Tate Close, Old Kitisuru Road

Asking Sale Price:
0.5",N/A,N/A,N/A,0.5 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-115822300,https://images.prop24.com/3eihjwc2pexqsuktbfduiyvvsu/Crop600x400
KSh 16 100 000,3 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi","Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",3,3,2,160 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115781347,https://images.prop24.com/imex5arkeiiflncjdit2fwouce/Crop600x400
KSh 16 900 000,4 Bedroom Apartment / Flat,Westlands,"33 Rhapta Road, Westlands, Nairobi","FOUR BEDROOM TWO ENSUITE APARTMENT FOR SALE IN WESTLANDS, RHAPTA ROAD

FOR SALE: This",4,3,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-115827070,https://images.prop24.com/ozin3stv7q7yhlkgibipu6tr3q/Crop600x400
KSh 9 000 000,2 Bedroom Apartment / Flat,Lavington,"Mararo Rd Maziwa, Lavington, Nairobi","FOR SALE
SPACIOUS 1 & 2 BEDROOM APARTMENTS
CONTACT / WHATSAPP: +254716159372/",2,2,1,86 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-115781543,https://images.prop24.com/rib7cckvb5iabajiwt4ye7uweq/Crop600x400
KSh 125 000 000,Vacant Land / Plot,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","0.5 And 1 Acre Vacant Plots For Sale
Tate Close, Old Kitisuru Road

Asking Sale",N/A,N/A,N/A,1 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-101732733,https://images.prop24.com/ewwrq4a764y7az35aafluyu2ne/Crop600x400
KSh 9 200 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Located in a beautiful, peaceful area of Kilimani on a dead end road, these stunning",2,2,1,87 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115834457,https://images.prop24.com/dv6inxhbdvdoufuna7psm3sbwq/Crop600x400
KSh 105 000 000,4 Bedroom House,Lower Kabete,"Lower Kabete Nairobi, Lower Kabete, Nairobi","For Sale: Elegant 4-Bedroom Contemporary Home in Lower Kabete

Welcome to this stunning",4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-lower-kabete-115809203,https://images.prop24.com/4u6vi43s2hgw6pryxx7cy2myce/Crop600x400
KSh 125 000 000,Vacant Land / Plot,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","0.5 And 1 Acre Vacant Plots For Sale
Tate Close, Old Kitisuru Road

Asking Sale",N/A,N/A,N/A,1 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-115822347,https://images.prop24.com/ewwrq4a764y7az35aafluyu2ne/Crop600x400
KSh 88 000 000,4 Bedroom House,Runda,"Kiambu Rd Kiambu, Runda, Nairobi","Runda
Modern Newly built 4 Bedrooms with Sq Villa To Let/Sale in the Leafy Suburbs of",4,5,6,0.25 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115825082,https://images.prop24.com/5aizqvs4p2ggb4pwltbxeyzr7y/Crop600x400
KSh 200 000 000,Industrial Property,Industrial Area,"Industrial Area Nairobi, Industrial Area, Nairobi","An exceptional investment opportunity awaits with this strategically located godown,",N/A,N/A,N/A,N/A,https://www.property24.co.ke/industrial-property-for-sale-in-industrial-area-115822355,https://images.prop24.com/muc4j7oqdfa5c7r567jnub6une/Crop600x400
KSh 20 000 000,3 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for sale in Westlands.  The,3,2,1,168 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-riverside-115833257,https://images.prop24.com/bkov5grpc7ku4tn54qcouowouq/Crop600x400
KSh 17 000 000,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Elevate your investment portfolio with these stunning apartments in Westlands

Amenities",2,2,2,107 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115828574,https://images.prop24.com/ljjvge2uohwhhbdbk7co47bw34/Crop600x400
KSh 350 000 000,4 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","In redefining elegance, this ambassadorial HOME has been conceived and designed to not only",4,4,5,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115817177,https://images.prop24.com/sukogs6a2wfsgbigmtkhuvrrvm/Crop600x400
KSh 7 800 000,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,1,N/A,N/A,71 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115829063,https://images.prop24.com/xt6k2t4pnbe3jlhf2gz73ajw5i/Crop600x400
KSh 7 500 000,Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,N/A,N/A,N/A,68 m²,https://www.property24.co.ke/apartment-flat-for-sale-in-kilimani-115829051,https://images.prop24.com/xt6k2t4pnbe3jlhf2gz73ajw5i/Crop600x400
KSh 7 150 000,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,1,N/A,N/A,65 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115829039,https://images.prop24.com/xt6k2t4pnbe3jlhf2gz73ajw5i/Crop600x400
KSh 28 200 000,5 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi","Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",5,6.5,2,250 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115781453,https://images.prop24.com/imex5arkeiiflncjdit2fwouce/Crop600x400
KSh 109 000 000,4 Bedroom House,Loresho,"Loresho Nairobi, Loresho, Nairobi","4 Bedroom Villas for Sale in Loresho
A luxe life space that comprises of super-premium",4,4,3,0.12 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-115808759,https://images.prop24.com/fcswpqlxgjqaapauc5jkj656va/Crop600x400
KSh 13 000 000,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","1 & 2 Bedroom Apartments –  Near The GTC 
Luxury 1 & 2 Bedroom Apartments for Sale in",2,2,2,39 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115826920,https://images.prop24.com/2xq5scd7bgbqrk7ezxbkupc7dq/Crop600x400
KSh 28 000 000,4 Bedroom House,Kiambu Road,"RR6X+9G ??, Kiambu Road, Nairobi",Green view villas are luxurious residential development located next to Muthithi Gardens a,4,5.5,3,1 000 m²,https://www.property24.co.ke/4-bedroom-house-for-sale-in-kiambu-road-115775653,https://images.prop24.com/z5x2frrnl5tlc5dam4qot2ynsu/Crop600x400
KSh 6 200 000,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi",A variety of tastefully designed 1 and 2 bedroom apartments for sale along Mvuli Road in,1,1,1,55 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115834379,https://images.prop24.com/kryb7k4yhzp7pef6krkvc7we44/Crop600x400
KSh 22 000 000,4 Bedroom House,Runda,"Kiambu Road, Runda, Nairobi","Nestled along the serene Kiambu Road, Serenity Villas is a modern residential development",4,5,6,0.13 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115826083,https://images.prop24.com/hxlcb4xagc2eagdcak5qzw2sjq/Crop600x400
KSh 19 030 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi","TWO BEDROOM PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER CONSTRUCTION

AVAILABLE FOR",2,3,2,131 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-101735653,https://images.prop24.com/a6var6ejc4ozubzlv5op2joyhi/Crop600x400
KSh 22 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Othaya Rd Kileleshwa, Kileleshwa, Nairobi","For sale : 4 bedroom apartments all en-suite + dsq
VENUS OAK is located in Kileleshwa",4,5.5,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115775403,https://images.prop24.com/5p4hlz6smm64yi2iyuoiyir5re/Crop600x400
KSh 80 000 000,4 Bedroom House,Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi","Elegant 4 bedrooms Townhouse in Spring Valley within a gated community of 16 units, 3",4,4,4,500 m²,https://www.property24.co.ke/4-bedroom-house-for-sale-in-spring-valley-115805933,https://images.prop24.com/ohsx4sv3wayovimagh6uq3jwom/Crop600x400
KSh 8 500 000,2 Bedroom Apartment / Flat,Lavington,"MVGP+C22 Moses Tanui Rd, Lavington, Nairobi","FOR SALE
SPACIOUS 1 & 2 BEDROOM APARTMENTS
CONTACT/WHATSAPP: +254 721 514314
Price",2,2,1,86 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-115778409,https://images.prop24.com/2z3o2wduhflfxof75nhdghljc4/Crop600x400
KSh 19 030 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi","TWO BEDROOM PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER CONSTRUCTION

AVAILABLE FOR",2,3,2,131 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115826813,https://images.prop24.com/a6var6ejc4ozubzlv5op2joyhi/Crop600x400
KSh 18 330 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,3,2,141 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115826812,https://images.prop24.com/a6var6ejc4ozubzlv5op2joyhi/Crop600x400
KSh 20 330 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,3,2,141 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115826811,https://images.prop24.com/a6var6ejc4ozubzlv5op2joyhi/Crop600x400
KSh 97 000 000,5 Bedroom House,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi",Located in Spring valley on Peponi rd 5bedrooms all ensuite townhouse for sale in good,5,5,3,700 m²,https://www.property24.co.ke/5-bedroom-house-for-sale-in-spring-valley-115805911,https://images.prop24.com/vcwr43ejwi2owoecffypq6ku4u/Crop600x400
KSh 105 000 000,Vacant Land / Plot,Parklands,"Parklands Nairobi, Parklands, Nairobi","0.28 Acre Plot For Sale Off Pramukh Swami Road (Old Masari Road), Parklands

Asking Sale",N/A,N/A,N/A,0.28 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-115820642,https://images.prop24.com/aj5xlk43iba5rzqf4n5jitfrqu/Crop600x400
KSh 6 500 000,1 Bedroom Apartment / Flat,Lavington,"MVGP+C22 Moses Tanui Rd, Lavington, Nairobi","FOR SALE
SPACIOUS 1 & 2 BEDROOM APARTMENTS
CONTACT/WHATSAPP:  +254 721 514314
Price",1,1,1,61 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-lavington-115778451,https://images.prop24.com/djesqjzmn5a6dnzp5kzrqawzfe/Crop600x400
KSh 15 500 000,3 Bedroom Apartment / Flat,Kileleshwa,"PQ9J+G3V Nyeri Rd, Kileleshwa, Nairobi","FOR SALE: 2, 3 & 3+Dsq APARTMENTS.
CALL/WHATSAPP: +254 721 514314
Amenities:
4",3,4.5,2,160 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115775419,https://images.prop24.com/3dwzz6hgyyo7ywnipqcx5zih5y/Crop600x400
KSh 240 000 000,Vacant Land / Plot,Rosslyn,"Rosslyn Kitisuru, Rosslyn, Nairobi","A Fantastic Deal -2 acres Rosslyn off Redhill Road in a gated compound, opposite Nyari",N/A,N/A,N/A,2 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-rosslyn-115822269,https://images.prop24.com/faykxwxcbomruyoc55mqffhbgq/Crop600x400
KSh 62 500 000,5 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","FOR SALE: 5 BEDROOM DUPLEXES ALL EN-SUITE + DSQ
CALL/WHATSAPP: +254 721 514314/ +254 703",5,6.5,3,445 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115770204,https://images.prop24.com/26uitx2hf5av3y6s6keuycmdku/Crop600x400
KSh 14 000 000,2 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","FOR SALE: 2, 3, 4 & 5 BEDROOM APARTMENTS ALL EN-SUITE & 5 BEDROOM DUPLEXES
CALL/WHATSAPP:",2,2,1,96 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115769037,https://images.prop24.com/vluzvhrf3rzj5lsk7nuhy5s66u/Crop600x400
KSh 9 700 000,2 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",2,2,1,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115766758,https://images.prop24.com/imex5arkeiiflncjdit2fwouce/Crop600x400
KSh 11 000 000,2 Bedroom Apartment / Flat,Westlands,"PQQV+9XC Muthangari, Westlands, Nairobi","FOR SALE: 1-, 2- & 3-BEDROOM APARTMENTS
CALL/WHATSAPP: +254 721 514314

Orchid Residency",2,2,1,100 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115777076,https://images.prop24.com/enjeh5ixdjnkly3mn3g2cxwq2i/Crop600x400
KSh 33 500 000,5 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","5 BEDROOM APARTMENTS ALL EN-SUITE + DSQ
CALL/WHATSAPP: +254 721 514314/ +254 703",5,6.5,2,302 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115770212,https://images.prop24.com/26uitx2hf5av3y6s6keuycmdku/Crop600x400
